Base Year,Year,Indicator,Frequency,Revision,Industry,Subindustry,Institutional Sector,Quarter,Current Price,Constant Price,Unit,Sector Name,Period,Price Difference
2011-12,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Financial Services,N/A,,N/A,28346,24627,₹ Crore,Financial Services,2016-17-Annual,3719
2011-12,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",N/A,,N/A,1036989,885103,₹ Crore,"Real Estate, Ownership of Dwelling & Professional Services",2016-17-Annual,151886
2011-12,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Public Administration and Defence,N/A,,N/A,438089,388220,₹ Crore,Public Administration and Defence,2016-17-Annual,49869
2011-12,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Other Services,N/A,,N/A,295681,260021,₹ Crore,Other Services,2016-17-Annual,35660
2011-12,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Total Gross Capital Formation,N/A,,N/A,4476754,3910207,₹ Crore,Total Gross Capital Formation,2016-17-Annual,566547
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,,N/A,276435.7005,215838.5349,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2015-16-Annual,60597.1656
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,,N/A,33282.15004,27138.98216,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2015-16-Annual,6143.16788
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,N/A,3015.098594,2608.725562,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2015-16-Annual,406.373032
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,N/A,21173.64662,17560.92337,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2015-16-Annual,3612.72325
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",N/A,,N/A,333906.5957,263147.166,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2015-16-Annual,70759.4297
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Mining and Quarrying,N/A,,N/A,67948.53297,60177.61338,₹ Crore,Mining and Quarrying,2015-16-Annual,7770.91959
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Manufacturing,N/A,,N/A,711826.9146,647992.7858,₹ Crore,Manufacturing,2015-16-Annual,63834.1288
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",N/A,,N/A,358343.8238,325970.879,₹ Crore,"Electricity, Gas, Water Supply & Other Utility Services",2015-16-Annual,32372.9448
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Construction,N/A,,N/A,236899.5127,215394.01,₹ Crore,Construction,2015-16-Annual,21505.5027
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,N/A,363391.4162,320295.8446,₹ Crore,"Trade, Repair, Hotels and Restaurants",2015-16-Annual,43095.5716
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,N/A,61348.26008,53849.69,₹ Crore,"Trade, Repair, Hotels and Restaurants",2015-16-Annual,7498.57008
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",N/A,,N/A,424739.6763,374145.5346,₹ Crore,"Trade, Repair, Hotels and Restaurants",2015-16-Annual,50594.1417
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,N/A,81573.36869,74338.27699,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,7235.0917
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,N/A,83203.75253,74616.24186,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,8587.51067
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,N/A,2740.974535,2490.206355,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,250.76818
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,N/A,538.080297,514.2955659,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,23.7847311
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,,N/A,17907.28825,16075.82406,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,1831.46419
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,N/A,5076.934299,4415.079849,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,661.85445
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,N/A,78562.27098,73430.15082,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,5132.12016
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",N/A,,N/A,269602.6696,245880.0755,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,23722.5941
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Financial Services,N/A,,N/A,73590.2928,66924.62192,₹ Crore,Financial Services,2015-16-Annual,6665.67088
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",N/A,,N/A,1151570.641,1023623.171,₹ Crore,"Real Estate, Ownership of Dwelling & Professional Services",2015-16-Annual,127947.47
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Public Administration and Defence,N/A,,N/A,416857.8972,367158.3426,₹ Crore,Public Administration and Defence,2015-16-Annual,49699.5546
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Other Services,N/A,,N/A,235677.7204,207955.2714,₹ Crore,Other Services,2015-16-Annual,27722.449
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Total Gross Capital Formation,N/A,,N/A,4280964.277,3798369.471,₹ Crore,Total Gross Capital Formation,2015-16-Annual,482594.806
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,,N/A,239506.1839,188875.8213,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2015-16-Annual,50630.3626
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,,N/A,29701.37182,23961.38879,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2015-16-Annual,5739.98303
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,N/A,3131.769663,2777.497625,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2015-16-Annual,354.272038
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,N/A,19649.31294,17224.24966,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2015-16-Annual,2425.06328
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",N/A,,N/A,291988.6383,232838.9574,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2015-16-Annual,59149.6809
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Mining and Quarrying,N/A,,N/A,61952.44792,47741.6528,₹ Crore,Mining and Quarrying,2015-16-Annual,14210.79512
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Manufacturing,N/A,,N/A,748888.7098,673243.3358,₹ Crore,Manufacturing,2015-16-Annual,75645.374
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",N/A,,N/A,407158.724,363988.7614,₹ Crore,"Electricity, Gas, Water Supply & Other Utility Services",2015-16-Annual,43169.9626
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Construction,N/A,,N/A,213629.5102,201540.9974,₹ Crore,Construction,2015-16-Annual,12088.5128
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,N/A,406118.1542,364176.459,₹ Crore,"Trade, Repair, Hotels and Restaurants",2015-16-Annual,41941.6952
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,N/A,56730.34387,50722.45135,₹ Crore,"Trade, Repair, Hotels and Restaurants",2015-16-Annual,6007.89252
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",N/A,,N/A,462848.4981,414898.9104,₹ Crore,"Trade, Repair, Hotels and Restaurants",2015-16-Annual,47949.5877
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,N/A,68565.69537,60452.34563,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,8113.34974
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,N/A,84241.52918,77897.88839,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,6343.64079
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,N/A,3741.216934,3539.438645,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,201.778289
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,N/A,1403.06288,1076.696664,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,326.366216
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,,N/A,25416.08786,22593.73838,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,2822.34948
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,N/A,6052.583843,5436.018463,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,616.56538
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,N/A,158857.3562,140728.7415,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,18128.6147
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",N/A,,N/A,348277.5323,311724.8677,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,36552.6646
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Financial Services,N/A,,N/A,70475.52911,62278.45354,₹ Crore,Financial Services,2015-16-Annual,8197.07557
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",N/A,,N/A,930121.6046,802324.2974,₹ Crore,"Real Estate, Ownership of Dwelling & Professional Services",2015-16-Annual,127797.3072
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Public Administration and Defence,N/A,,N/A,383788.3028,345376.519,₹ Crore,Public Administration and Defence,2015-16-Annual,38411.7838
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Other Services,N/A,,N/A,253893.0641,224684.9053,₹ Crore,Other Services,2015-16-Annual,29208.1588
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Total Gross Capital Formation,N/A,,N/A,4173022.561,3680641.658,₹ Crore,Total Gross Capital Formation,2015-16-Annual,492380.903
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,,N/A,245519.3097,193117.259,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2015-16-Annual,52402.0507
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,,N/A,30233.59172,24506.02436,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2015-16-Annual,5727.56736
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,N/A,3155.006684,2799.09872,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2015-16-Annual,355.907964
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,N/A,19647.0674,17226.04673,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2015-16-Annual,2421.02067
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",N/A,,N/A,298554.9755,237648.4288,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2015-16-Annual,60906.5467
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Mining and Quarrying,N/A,,N/A,63248.16322,49059.75728,₹ Crore,Mining and Quarrying,2015-16-Annual,14188.40594
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Manufacturing,N/A,,N/A,771790.2603,695025.3376,₹ Crore,Manufacturing,2015-16-Annual,76764.9227
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",N/A,,N/A,414404.7294,370937.2708,₹ Crore,"Electricity, Gas, Water Supply & Other Utility Services",2015-16-Annual,43467.4586
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Construction,N/A,,N/A,226599.9825,215423.211,₹ Crore,Construction,2015-16-Annual,11176.7715
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,N/A,344682.1453,309559.4996,₹ Crore,"Trade, Repair, Hotels and Restaurants",2015-16-Annual,35122.6457
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,N/A,58458.71796,52324.92439,₹ Crore,"Trade, Repair, Hotels and Restaurants",2015-16-Annual,6133.79357
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",N/A,,N/A,403140.8632,361884.424,₹ Crore,"Trade, Repair, Hotels and Restaurants",2015-16-Annual,41256.4392
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,N/A,68631.1793,60511.95778,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,8119.22152
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,N/A,100018.0172,92794.69607,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,7223.32113
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,N/A,3762.644316,3563.543636,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,199.10068
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,N/A,1408.426826,1092.657102,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,315.769724
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,,N/A,25546.08841,22760.97672,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,2785.11169
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,N/A,6135.012722,5512.266905,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,622.745817
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,N/A,160005.0246,142176.563,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,17828.4616
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",N/A,,N/A,365506.3934,328412.6612,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2015-16-Annual,37093.7322
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Financial Services,N/A,,N/A,70142.47578,62219.24379,₹ Crore,Financial Services,2015-16-Annual,7923.23199
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",N/A,,N/A,961282.7599,833852.4895,₹ Crore,"Real Estate, Ownership of Dwelling & Professional Services",2015-16-Annual,127430.2704
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Public Administration and Defence,N/A,,N/A,384795.0083,346505.7223,₹ Crore,Public Administration and Defence,2015-16-Annual,38289.286
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Other Services,N/A,,N/A,260103.9911,230771.354,₹ Crore,Other Services,2015-16-Annual,29332.6371
2011-12,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Total Gross Capital Formation,N/A,,N/A,4219569.603,3731739.9,₹ Crore,Total Gross Capital Formation,2015-16-Annual,487829.703
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,,N/A,261414,211861,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2014-15-Annual,49553
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,,N/A,30897,25868,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2014-15-Annual,5029
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,N/A,2709,2338,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2014-15-Annual,371
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,N/A,19621,16429,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2014-15-Annual,3192
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",N/A,,N/A,314640,256496,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2014-15-Annual,58144
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Mining and Quarrying,N/A,,N/A,130574,117584,₹ Crore,Mining and Quarrying,2014-15-Annual,12990
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Manufacturing,N/A,,N/A,668551,607866,₹ Crore,Manufacturing,2014-15-Annual,60685
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",N/A,,N/A,361760,331744,₹ Crore,"Electricity, Gas, Water Supply & Other Utility Services",2014-15-Annual,30016
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Construction,N/A,,N/A,219009,194960,₹ Crore,Construction,2014-15-Annual,24049
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,N/A,306772,267281,₹ Crore,"Trade, Repair, Hotels and Restaurants",2014-15-Annual,39491
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,N/A,53459,46553,₹ Crore,"Trade, Repair, Hotels and Restaurants",2014-15-Annual,6906
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",N/A,,N/A,360231,313834,₹ Crore,"Trade, Repair, Hotels and Restaurants",2014-15-Annual,46397
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,N/A,57970,51737,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,6233
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,N/A,33533,29975,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,3558
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,N/A,4050,3668,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,382
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,N/A,9670,8786,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,884
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,,N/A,15005,13353,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,1652
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,N/A,10302,8907,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,1395
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,N/A,229757,219770,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,9987
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",N/A,,N/A,360286,336196,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,24090
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Financial Services,N/A,,N/A,49771,45614,₹ Crore,Financial Services,2014-15-Annual,4157
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",N/A,,N/A,967121,842550,₹ Crore,"Real Estate, Ownership of Dwelling & Professional Services",2014-15-Annual,124571
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Public Administration and Defence,N/A,,N/A,400565,351726,₹ Crore,Public Administration and Defence,2014-15-Annual,48839
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Other Services,N/A,,N/A,232413,204688,₹ Crore,Other Services,2014-15-Annual,27725
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Total Gross Capital Formation,N/A,,N/A,4064922,3603258,₹ Crore,Total Gross Capital Formation,2014-15-Annual,461664
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,,N/A,284502.7943,230204.2538,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2014-15-Annual,54298.5405
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,,N/A,34000.61372,28343.85736,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2014-15-Annual,5656.75636
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,N/A,2879.811578,2498.903579,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2014-15-Annual,380.907999
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,N/A,19629.06876,16389.1681,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2014-15-Annual,3239.90066
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",N/A,,N/A,341012.2883,277436.1829,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2014-15-Annual,63576.1054
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Mining and Quarrying,N/A,,N/A,72876.11889,63576.56249,₹ Crore,Mining and Quarrying,2014-15-Annual,9299.5564
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Manufacturing,N/A,,N/A,689841.0992,627504.3281,₹ Crore,Manufacturing,2014-15-Annual,62336.7711
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",N/A,,N/A,315393.5953,287192.2719,₹ Crore,"Electricity, Gas, Water Supply & Other Utility Services",2014-15-Annual,28201.3234
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Construction,N/A,,N/A,210096.8887,187535.5324,₹ Crore,Construction,2014-15-Annual,22561.3563
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,N/A,314820.7754,275511.2849,₹ Crore,"Trade, Repair, Hotels and Restaurants",2014-15-Annual,39309.4905
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,N/A,37381.18781,32703.74549,₹ Crore,"Trade, Repair, Hotels and Restaurants",2014-15-Annual,4677.44232
